set	chromosome	valid	linkage.map.length	linkage.map.length.correctedCh	linkage.map.length.correctedHW	phys.map.length	nb.markers	density.markers.cM	density.markers.bp	marker.interval.cM	largest.gap.cM	marker.interval.bp	chrwide.rate	map.coverage	rejected.rate	mean.recrate	median.recrate	sd.recrate	max	cv.recrate	gini	span	species	centromeric_index	peripherybias_ratio	peripherybias_mode	brokenstick_pvariance	genecount	centromere_position_estimated	centromeric_index_position_oriented
Lupinus_albus_Ksiazkiewicz2017	7	TRUE	117.89	119.451456953642	119.103377483444	17675019	152	1.28933751802528	8.59970787018673e-06	0.780728476821192	13.13	114927.006622517	6.73851482046179	0.924125531612386	0.0731707317073171	6.78241067674385	7.39600744004901	3.63834958355222	12.7058007969443	0.536438997424281	0.30805539834784	0.2	Lupinus albus	NA	0.41431190080728	13	0.0105248380893772	1906	13.3008981363636	NA
Lupinus_albus_Ksiazkiewicz2017	12	TRUE	101.61	103.137969924812	103.089398496241	17244632	134	1.31876783781124	7.77053404212975e-06	0.763984962406015	7.09	129131.383458647	5.97805731640087	0.928462656264596	0.0563380281690141	5.98284184062209	4.12833703073176	6.9066645371708	41.4005764145303	1.1544120204342	0.547965665367148	0.2	Lupinus albus	NA	0.817118135577306	8	0.0158055383322669	1488	10.5383862222222	NA
Lupinus_albus_Ksiazkiewicz2017	13	TRUE	101.31	103.258269230769	102.671730769231	16073297	105	1.0364228605271	6.53257387081194e-06	0.974134615384615	8.65000000000001	150527.211538462	6.38772062565824	0.874172797380687	0.0540540540540541	6.44926539297544	4.63096889853236	6.06102828377909	21.5866079553162	0.939801343945433	0.517185485436915	0.2	Lupinus albus	NA	0.529720058418629	5	0.0119531791098724	1434	4.14009165151515	NA
Lupinus_albus_Ksiazkiewicz2017	8	TRUE	124.57	126.209078947368	126.209078947368	16941069	153	1.22822509432448	9.03130729235564e-06	0.81953947368421	6.09	111182.572368421	7.44988872587488	0.914261232146681	0.0670731707317073	7.14374707391609	6.72585549714487	3.82427478229238	15.5480499707553	0.535331772348986	0.306431332376484	0.2	Lupinus albus	NA	0.870584822058121	5	0.00519105108597608	1658	6.07482777272727	NA
Lupinus_albus_Ksiazkiewicz2017	23	TRUE	93.34	95.0526605504587	94.0754128440367	16434436	110	1.17848725091065	6.69326285368114e-06	0.846146788990826	6.81999999999999	149642.944954128	5.72428605667007	0.905293676009908	0.00900900900900901	5.52032361861506	5.90581953226823	3.56677033399832	14.4023106887707	0.646116166445538	0.363665599714615	0.3	Lupinus albus	NA	0.902630099719014	12	0.0144087421932768	1363	9.04724002020202	NA
Lupinus_albus_Ksiazkiewicz2017	10	TRUE	119.12	120.708266666667	120.434666666667	19252953	151	1.26762928139691	7.84295271483808e-06	0.794133333333333	7.76	125246.953333333	6.25538672777452	0.920758772217563	0.0382165605095541	6.31912736373917	6.30736353033599	5.97449306595216	41.3053479825935	0.945461726287617	0.451804017572634	0.2	Lupinus albus	NA	3.2249061514339	2	0.0101348824090705	1687	5.93146531818182	NA
Lupinus_albus_Ksiazkiewicz2017	11	TRUE	109.32	110.904347826087	110.267246376812	20022174	139	1.27149652396634	6.94230306858786e-06	0.792173913043478	15.96	144719.47826087	5.50725642364369	0.921369298220498	0.0479452054794521	5.54486381573226	6.13946986232868	4.21231200006059	14.0788176757485	0.759678170653919	0.433407415289231	0.2	Lupinus albus	NA	0.395135237952897	9	0.0153280830663979	1484	12.235773	NA
Lupinus_albus_Ksiazkiewicz2017	14	TRUE	123.75	125.883620689655	125.738620689655	14050599	117	0.945454545454545	8.32704712446779e-06	0.994310344827586	13.56	120440.146551724	8.94898649443025	0.849065466764208	0.040983606557377	8.48455386666336	8.68497769838956	3.76345726509099	16.8767899939594	0.443565722397966	0.253589831866144	0.2	Lupinus albus	NA	1.75320957846252	3	0.00516290243333325	1451	4.89642086363636	NA
Lupinus_albus_Ksiazkiewicz2017	15	TRUE	124.53	126.658717948718	124.581794871795	19957449	118	0.947562836264354	5.91257930810696e-06	1.06435897435897	11.05	168502.264957265	6.24237069937119	0.849700554651893	0.0483870967741935	6.50890834815777	6.49115052652334	5.36762773249822	20.6891233614555	0.824658674755719	0.466807532814158	0.2	Lupinus albus	NA	1.77662151943987	1	0.0184875582198507	1485	7.96282056060606	NA
Lupinus_albus_Ksiazkiewicz2017	18	TRUE	155.86	158.333968253968	158.246825396825	20036951	127	0.814833825227768	6.33828969287792e-06	1.23698412698413	9.72	156352.619047619	7.89774978223111	0.804005297946364	0.0378787878787879	7.99396721604877	7.7076116700634	6.7337983716524	44.4763333107222	0.842360018456613	0.441912276294538	0.2	Lupinus albus	NA	1.76149461673167	10	0.00978301692974593	1725	9.00650827777778	NA
Lupinus_albus_Ksiazkiewicz2017	20	TRUE	107.87	109.729827586207	109.729827586207	18232226	117	1.08463891721517	6.41720873797857e-06	0.929913793103448	7.15	156595.129310345	6.01845477267597	0.885739898165103	0.0487804878048781	6.01799059957633	5.63153703836509	4.08259497530736	13.5307857464288	0.678398363665568	0.385930483430975	0.25	Lupinus albus	NA	0.812076589000388	6	0.0104916277149937	1611	9.116113	NA
Lupinus_albus_Ksiazkiewicz2017	22	TRUE	89.88	91.4296551724138	91.4296551724138	14980156	117	1.30173564753004	7.81033254927385e-06	0.774827586206897	6.71000000000001	127320.155172414	6.10338471591443	0.925983800313961	0.040983606557377	6.2008530741012	5.18953206764035	4.40769517368874	17.2452367647052	0.710820772725312	0.393635701673468	0.2	Lupinus albus	NA	0.394450867121133	11	0.00675939269645637	1231	9.91111331313131	NA
Lupinus_albus_Ksiazkiewicz2017	24	TRUE	84.63	86.3749484536082	86.3749484536082	11794863	98	1.15798180314309	8.30870184757551e-06	0.872474226804124	6.12	121209.309278351	7.32309891633402	0.901328941874329	0.0485436893203883	7.02701701670913	5.97215016595506	5.55640641958759	20.2319722598027	0.790720501512283	0.442281789126699	0.2	Lupinus albus	NA	0.0563001958335312	14	0.00383831406370614	1096	8.16109207575758	NA
Lupinus_albus_Ksiazkiewicz2017	25	TRUE	121.41	123.887755102041	123.887755102041	16260299	99	0.815418828762046	6.08844892704618e-06	1.23887755102041	7.84	165190.183673469	7.61903302651697	0.804234479035275	0.0571428571428571	7.67791562511023	8.33227753371096	5.71455807395591	19.2383677760172	0.744285083736365	0.424167596757798	0.25	Lupinus albus	NA	2.59712142075121	1	0.011097042518531	1177	6.81618594444444	NA
Lupinus_angustifolius_Zhou2017	1	TRUE	125.35	125.487671609006	125.404310818232	42827051	1822	14.5353011567611	4.25432047609349e-05	0.0688358045030203	3.45	23493.1834157057	2.92815657137429	0.999999999999763	0.0765331981753675	3.20203508333293	0.468400025134754	5.2103383223784	21.3743373134188	1.62719588848323	0.731198194198086	0.2	Lupinus angustifolius	0.33	6.10826998830655	1	0.0161192872235401	2055	5.40745593434343	14.13292683
Lupinus_angustifolius_Zhou2017	8	TRUE	114.425	114.584366295265	114.514693593315	30632496	1437	12.5584443958925	4.69109667067287e-05	0.079683147632312	2.875	21330.7144846797	3.73834027737455	0.999999999987644	0.0432756324900133	3.78381993535811	2.42579356630834	3.98825694332169	18.5047430744539	1.05402926446187	0.551095546893414	0.2	Lupinus angustifolius	0.37	0.648453557739048	5	0.0218305878800695	1879	15.316248	19.29847248
Lupinus_angustifolius_Zhou2017	2	TRUE	97.1750000000001	97.3253093580821	97.1785576179429	30899645	1294	13.3161821456136	4.18775037706744e-05	0.07515467904099	3.45	23888.7819025522	3.1449732713092	0.999999999997285	0.138482023968043	3.43199558915093	0.428817950138322	6.04294658520594	23.5139824516853	1.76076758499009	0.763875391876809	0.2	Lupinus angustifolius	0.41	5.28304350326449	1	0.0383136183114625	1388	10.7680581060606	12.66885445
Lupinus_angustifolius_Zhou2017	10	TRUE	86.2500000000001	86.4551129607611	86.2527348394769	18692516	842	9.7623188405797	4.50447655093621e-05	0.1025564803805	5.75	22143.159334126	4.61429241732236	0.999999996684435	0.0877573131094258	4.86680788078614	1.22028376381798	6.16383683531697	22.2828115703933	1.26650506580533	0.639514027098315	0.2	Lupinus angustifolius	0.39	3.49536567902451	1	0.0304081276262765	1109	9.346258	11.40243476
Lupinus_angustifolius_Zhou2017	19	TRUE	81.655	81.819627016129	81.7187701612903	21798621	993	12.1609209478905	4.55533402778093e-05	0.0823135080645161	6.325	21952.9364919355	3.74880457627528	0.999999999972637	0.139514731369151	4.02286215064017	1.09466589884836	5.61417989667475	24.1601468971353	1.39556854956647	0.665286772472211	0.2	Lupinus angustifolius	0.41	4.62324340152022	1	0.0352499573482792	1071	15.7434485	12.86118639
Lupinus_angustifolius_Zhou2017	20	TRUE	94.875	95.0274096385542	94.9470481927711	26578794	1246	13.133069828722	4.68794784293072e-05	0.0762048192771084	2.875	21338.6899598394	3.5722857926801	0.999999999996085	0.0918367346938776	3.71428908623912	2.09112451644841	4.77752801295974	23.6638757018853	1.28625637424393	0.582264415315827	0.2	Lupinus angustifolius	0.42	2.16423906488022	1	0.0152748907001079	1485	21.6120496666667	15.41570052
Lupinus_angustifolius_Zhou2017	16	TRUE	87.4	87.596404494382	87.4064606741573	22736522	891	10.1945080091533	3.91880517169688e-05	0.0982022471910112	5.175	25513.4269662921	3.84431975454106	0.999999998603108	0.131578947368421	3.83366741807001	1.23748297813371	5.1207451748585	18.9784289702897	1.33573015507862	0.667556482906669	0.2	Lupinus angustifolius	0.4	3.3602361757924	1	0.0374470352518265	1233	18.0284543131313	13.6419132
Lupinus_angustifolius_Zhou2017	13	TRUE	97.175	97.3627777777778	97.1794541062802	20890799	1036	10.6611782865963	4.95912099867506e-05	0.0938888888888889	3.45	20147.4444444444	4.65178254341924	0.999999999450689	0.0512820512820513	4.74701511053572	1.84144398645505	6.40808798817722	25.5612294987467	1.34991944178877	0.654562621415987	0.2	Lupinus angustifolius	0.43	3.24255979091836	2	0.0354588155984597	1188	15.0877992777778	11.90775543
Lupinus_angustifolius_Zhou2017	11	TRUE	123.05	123.186950473011	123.143433500278	41599481	1798	14.611946363267	4.32216930783343e-05	0.0684752365052866	2.875	23137.5726210351	2.96021562144677	0.999999999999797	0.118627450980392	3.02056064626752	1.60222990067503	3.84020633167614	15.7793460831298	1.27135548045408	0.608209232108564	0.2	Lupinus angustifolius	0.38	5.04383856894591	1	0.0126640906282797	1869	16.5977727222222	15.80780278
Lupinus_angustifolius_Zhou2017	9	TRUE	102.35	102.596329723225	102.35138387485	26161362	832	8.12896922325354	3.18026255666658e-05	0.123164861612515	4.02499999999999	31366.1516245487	3.91231098269462	0.999999913050509	0.0806629834254144	4.02680440427423	2.20515176042088	4.44629015367089	20.4538665372704	1.1041733611276	0.534037535349057	0.2	Lupinus angustifolius	0.38	4.12197294109727	1	0.0123630564332517	1468	11.7594000909091	9.94131756
Lupinus_angustifolius_Zhou2017	4	TRUE	119.025	119.210108864697	119.056298600311	30404200	1287	10.812854442344	4.23296781365732e-05	0.092554432348367	3.45	23642.1127527216	3.91578461529365	0.999999999594422	0.0981079187105816	4.13253612818281	2.69885749271502	4.2366002723399	18.4779875270688	1.02518166591392	0.508943196588334	0.2	Lupinus angustifolius	0.36	2.5152724636946	1	0.00838793961694503	1879	12.4380818181818	10.945512
Lupinus_angustifolius_Zhou2017	15	TRUE	92.575	92.7296783625731	92.5874895572264	24167824	1198	12.940858763165	4.95700399009857e-05	0.0773391812865497	3.45	20153.8888888889	3.83102299806662	0.999999999994249	0.0992481203007519	3.96661917150814	0.41371977161327	6.07205920570833	20.4849099287872	1.5307895573448	0.72494159934088	0.2	Lupinus angustifolius	0.4	3.42188621217095	4	0.0441342185367156	1272	18.6751367272727	14.5006944
Lupinus_angustifolius_Zhou2017	3	TRUE	128.8	128.956595744681	128.855927051672	38617879	1646	12.7795031055901	4.26227447654492e-05	0.0782978723404255	2.3	23408.8565349544	3.33669094182184	0.999999999992059	0.0965971459934138	3.45345240388445	1.42301232701265	4.85537108606694	24.0292565362072	1.40594701134598	0.641083285599535	0.2	Lupinus angustifolius	0.37	5.14238229213764	1	0.0143482694585401	1726	5.6561539949495	14.28861523
Lupinus_angustifolius_Zhou2017	5	TRUE	95.4500000000002	95.5882331643738	95.4533309196237	33763478	1382	14.4787847040335	4.09318021087756e-05	0.0691165821868213	2.875	24445.6574945692	2.82711783778981	0.999999999999735	0.0943643512450852	2.91214708540716	0.943161985818542	4.37579421724885	21.450761852219	1.50260068908472	0.681411631463149	0.2	Lupinus angustifolius	0.38	5.15783000168954	1	0.0221403133878353	1289	26.0899602727273	20.93335636
Lupinus_angustifolius_Zhou2017	12	TRUE	75.325	75.4680674264008	75.3632241215575	23517889	1054	13.9926983073349	4.48169476435576e-05	0.0715337132003799	3.45	22320.730294397	3.20450632799387	0.999999999999298	0.0597680642283675	3.21276353779451	1.24082866870402	4.02933113406077	18.0289198182688	1.25416361542338	0.612592184249849	0.2	Lupinus angustifolius	0.4	2.16688189199721	4	0.0217136382621427	1369	3.20698486363636	9.4071556
Lupinus_angustifolius_Zhou2017	14	TRUE	78.775	78.9360940695297	78.7761758691207	21959119	979	12.427800698191	4.45828450585836e-05	0.0805470347648262	2.30000000000001	22417.2331288344	3.58740147403549	0.999999999983955	0.101834862385321	3.65806381957884	0.461768637200578	5.55951847268883	23.1688422255362	1.51979810820493	0.709986008669169	0.2	Lupinus angustifolius	0.42	3.21961062571192	4	0.0343017089633808	994	4.32528101515152	9.22282998
Lupinus_angustifolius_Zhou2017	17	TRUE	82.8	82.9925581395349	82.8561627906977	16735181	861	10.3985507246377	5.14485024093854e-05	0.0962790697674419	10.925	19450.5976744186	4.95101683039446	0.999999999071176	0.0691891891891892	5.21677313453258	2.67106912616437	6.27585832360027	24.3198705679728	1.20301538168433	0.605909566691082	0.2	Lupinus angustifolius	0.42	4.40688983443367	1	0.0223666293382966	1279	10.7341817525253	9.70640498
Lupinus_angustifolius_Zhou2017	7	TRUE	94.8750000000002	95.082150655022	94.8900655021836	22332786	917	9.66534914360999	4.10607077863013e-05	0.103575327510917	2.875	24354.0469432314	4.24891303316047	0.999999995974828	0.0507246376811594	4.41179755514282	2.33185328087061	4.48572399609376	18.4623974128504	1.01675653518253	0.496680706514709	0.2	Lupinus angustifolius	0.39	3.11138145948421	1	0.00789932306918938	1453	10.2640582121212	8.70978654
Lupinus_angustifolius_Zhou2017	6	TRUE	125.35	125.481187859759	125.381292517007	40899033	1912	15.2532907857998	4.6749271553682e-05	0.0655939298796442	2.3	21375.695970696	3.06562975503618	0.999999999999944	0.0558024691358025	3.22518265804038	1.50328578319795	3.63717698183946	16.328452001671	1.12774294279798	0.573625640604689	0.2	Lupinus angustifolius	0.36	2.4589882651017	1	0.0226153859298754	2326	32.4300413181818	26.17538112
Lupinus_angustifolius_Zhou2017	18	TRUE	79.35	79.5117737003058	79.3605504587156	21477193	982	12.3755513547574	4.57229210539757e-05	0.0808868501529052	2.3	21858.869520897	3.69510812975958	0.999999999982187	0.125556544968833	3.81187913785652	1.15894924174519	5.16568178824922	17.7267911052865	1.35515361359383	0.668580113766289	0.2	Lupinus angustifolius	0.43	4.53760153648498	2	0.0260136989005267	1163	3.79647351010101	9.23519299
Malus_domestica_DiPierro2016	1	TRUE	63.08	63.3467230443975	63.3036363636364	32796239	474	7.5142675967026	1.44528767460196e-05	0.133361522198731	2.23	67908.9492600423	1.93021024037654	0.999999702703296	0.00836820083682008	1.98513497797023	1.82724972136386	1.58327575776428	5.07487926090326	0.79756579544186	0.455002469060105	0.2	Malus domestica	0.29	1.30969781607922	10	0.0162070173832941	2030	3.14711384343434	9.51090931
Malus_domestica_DiPierro2016	2	TRUE	78.416	78.6245531914894	78.6245531914894	38368353	753	9.60263211589472	1.96255492123939e-05	0.104276595744681	1.508	50871.4920212766	2.04920323766541	0.999999995436903	0.0013262599469496	2.03642349675751	2.44552475152682	1.10081387164297	3.59257611501441	0.54056235031453	0.304132938549472	0.2	Malus domestica	0.32	1.16979626561375	4	0.00657440076521298	2516	24.2224450757576	26.09048004
Malus_domestica_DiPierro2016	3	TRUE	73.947	74.1661022222222	74.1661022222222	36968843	676	9.14168255642555	1.82856682855885e-05	0.109551111111111	1.949	54644.9140740741	2.00617861430563	0.999999988528098	0.00879765395894428	1.99920422515111	2.28219772132611	0.893286470974117	4.04194094322144	0.446821019951876	0.252065450311832	0.2	Malus domestica	0.35	1.92653350410355	1	0.00329450638648124	2471	19.2312668131313	24.02974795
Malus_domestica_DiPierro2016	4	TRUE	65.164	65.3898717504333	65.2392478336222	30534223	578	8.86992818120435	1.89295794427125e-05	0.112935875216638	2.112	52767.5580589255	2.13659433330339	0.999999980244944	0.00344827586206897	2.14536103222447	2.34737690172588	1.11816547916029	5.06012509685991	0.521201542474597	0.282197140208893	0.2	Malus domestica	0.32	1.04101638231148	5	0.00495805067850572	2052	13.1081260353535	9.77095136
Malus_domestica_DiPierro2016	5	TRUE	80.864	81.0702857142857	81.0625331632653	47834300	785	9.70765730114761	1.64108181785873e-05	0.0992882653061224	1.958	59256.1760204082	1.69465285711854	0.999999996301412	0.00506970849176172	1.68820298286123	1.53037377839291	0.731578208533422	3.2921653140784	0.433347302404073	0.245383223187488	0.2	Malus domestica	0.37	1.07457149752908	3	0.00215791568003206	3044	14.7368297979798	17.698691
Malus_domestica_DiPierro2016	6	TRUE	75.262	75.5465444234405	75.5465444234405	35498518	530	7.04206638144083	1.49302007480988e-05	0.142272211720227	4.168	66630.9262759924	2.1281605171078	0.999999235568	0.00562851782363977	2.16489044590046	2.22510655325999	1.52558850970034	5.35243836174865	0.70469547897413	0.40278766599522	0.2	Malus domestica	0.34	2.18951280407253	6	0.00929003301925854	1985	13.0878374444444	12.06949612
Malus_domestica_DiPierro2016	7	TRUE	82.39	82.7361764705882	82.7361764705882	35745153	477	5.7895375652385	1.33444665910368e-05	0.173088235294118	2.992	75079.731092437	2.31461245866225	0.999990640092317	0	2.32917431601692	2.31320765383619	1.11353534240648	4.92290409436442	0.478081582279645	0.268481524486859	0.2	Malus domestica	0.35	1.69658078833553	1	0.00326769451396536	2565	14.6230171363636	12.51080355
Malus_domestica_DiPierro2016	8	TRUE	68.526	68.7521584158416	68.7521584158416	31139183	607	8.85795172635204	1.94931254297841e-05	0.113079207920792	2.592	51338.1237623762	2.20789859566455	0.99999997976604	0.00328407224958949	2.22459785731386	2.13738144286965	0.982054413693586	4.56465256727872	0.44145255757793	0.248724409320118	0.2	Malus domestica	0.35	1.3227695582564	7	0.00234459356226595	2019	16.1986659040404	20.24046895
Malus_domestica_DiPierro2016	9	TRUE	67.018	67.2467303754266	67.2457337883959	34704868	587	8.75884090841267	1.69140536710873e-05	0.113866894197952	2.649	58613.4402730375	1.93764557146265	0.999999975330096	0.00170068027210884	1.92938893686101	2.19775775667718	1.06850461107842	3.76092697607955	0.55380467393827	0.316113969285013	0.2	Malus domestica	0.4	1.24737416341327	1	0.00561134010539904	2413	22.2601931111111	20.8229208
Malus_domestica_DiPierro2016	10	TRUE	81.301	81.5157978863937	81.5157978863937	43434414	758	9.32337855622932	1.74515995542152e-05	0.10739894319683	2.66	57223.5812417437	1.87675601854312	0.999999992023428	0.00394218134034166	1.90137766955957	1.9351022939576	0.809487075506395	3.50312314797712	0.425737131799755	0.236946983898306	0.2	Malus domestica	0.35	1.20368510622916	5	0.00285995330465126	3039	15.1362351818182	15.2020449
Malus_domestica_DiPierro2016	11	TRUE	80.943	81.1508125802311	81.1508125802311	42367548	780	9.63641080760535	1.8410317255084e-05	0.103906290115533	1.961	54284.378690629	1.91540026296143	0.999999995734991	0.00510204081632653	1.95289257125966	2.17331952777925	0.916398280823932	4.25294617818473	0.469251762391022	0.262444028490521	0.2	Malus domestica	0.41	1.15996917633948	11	0.00278669536327059	2746	20.3278639393939	17.37069468
Malus_domestica_DiPierro2016	12	TRUE	65.444	65.6342441860465	65.4625755813954	32275348	689	10.5280850803741	2.13475622323267e-05	0.0951220930232558	1.554	46576.4927325581	2.0282531293356	0.999999999283161	0.00144927536231884	2.05369974428531	2.11304343648043	0.899000414713544	3.93680407791396	0.437746762746176	0.244781756538984	0.2	Malus domestica	0.32	1.82117469558905	1	0.00351925919115684	2176	12.8775378383838	10.32811136
Malus_domestica_DiPierro2016	13	TRUE	71.363	71.6024731543624	71.6024731543624	44663892	597	8.36567969395905	1.33665019609129e-05	0.119736577181208	2.588	74932.5469798658	1.60314002985594	0.99999994584196	0.005	1.59033552768268	1.33394654627621	1.47072680023706	4.20879933588975	0.924790256292706	0.514002915363463	0.2	Malus domestica	0.4	1.43319232458177	2	0.0137457556798915	2293	36.7687595757576	26.7983352
Malus_domestica_DiPierro2016	14	TRUE	64.394	64.6207394366197	64.6207394366197	31412108	569	8.83622697766873	1.81140342443748e-05	0.113369718309859	3.224	54967.3943661972	2.05719206863225	0.999999978867505	0.00350262697022767	2.08579062444058	1.89037141345236	0.998086877961454	4.128983589601	0.478517290405956	0.27242134317153	0.2	Malus domestica	0.39	1.23740223210147	3	0.00296432059811059	2105	12.8504078181818	12.25072212
Malus_domestica_DiPierro2016	15	TRUE	112.148	112.392864628821	112.392864628821	55756261	917	8.17669508149945	1.64465834608242e-05	0.12243231441048	3.17	60456.0589519651	2.01578912597495	0.999999920966195	0.00864864864864865	2.02772343628334	1.78681461399483	1.11916712291603	4.23775308395904	0.551932824215601	0.313683242902215	0.2	Malus domestica	0.35	1.23406681519698	5	0.00362690935815349	3726	39.1420216111111	36.24156965
Malus_domestica_DiPierro2016	16	TRUE	67.48	67.708358714044	67.708358714044	41544238	592	8.77296976882039	1.42498702226768e-05	0.114179357021997	2.924	70197.9424703892	1.62978939977294	0.999999976017454	0.00671140939597315	1.63043927513083	0.871332437380679	1.54446003654034	4.8259546517493	0.947266212301227	0.516393943986941	0.2	Malus domestica	0.36	1.02776259491998	6	0.0138830118049839	2582	32.1023657272727	26.58831232
Malus_domestica_DiPierro2016	17	TRUE	71.795	72.043856152513	72.043856152513	33332413	578	8.05069990946445	1.73404787706189e-05	0.124428076256499	2.719	57750.43847487	2.16137536014908	0.999999898316401	0.00172711571675302	2.17947491727603	2.4225450460337	0.99191948241941	3.82714203015893	0.4551185583999	0.257790027350026	0.2	Malus domestica	0.37	1.85596827617963	1	0.00327693401896387	2488	19.0230437828283	20.99942019
Mangifera_indica_Luo2016	7	TRUE	173.21	174.659456066946	174.659456066946	20617186	240	1.38560129322787	1.16407738670059e-05	0.724728033472803	14.047	86134.3933054393	8.47154679920653	0.937413306442858	0	8.19741523935283	4.99452793522638	5.77294309675959	21.204164298134	0.70423943745655	0.377593673575007	0.4	Mangifera indica	NA	1.172961081706	9	0.0050370044034213	NA	9.05906657575758	NA
Mangifera_indica_Luo2016	2	TRUE	170.135	171.35025	171.313985714286	24359227	281	1.65162958826814	1.15356698305739e-05	0.589492857142857	10.45	85896.225	7.0328169984329	0.963236845674404	0	7.1112410077596	5.96616806703575	4.85493272979167	27.172970095579	0.682712444212494	0.343096543979584	0.2	Mangifera indica	NA	0.574903405795552	10	0.00561391756312576	NA	8.24276873232323	NA
Mangifera_indica_Luo2016	3	TRUE	184.037	184.8054217119	184.8054217119	23121844	480	2.60817118296864	2.075958993582e-05	0.384210855949896	10.715	48218.0647181628	7.9926766096986	0.994572856627818	0.004149377593361	8.02567342357584	7.90864182314737	4.55503317176307	18.3151886144164	0.567557752646951	0.318926073006828	0.2	Mangifera indica	NA	0.922365680126275	17	0.00520978697633356	NA	15.0642316969697	NA
Mangifera_indica_Luo2016	13	TRUE	150.233	151.490179916318	151.490179916318	15286632	240	1.59751852123036	1.56999919930041e-05	0.628589958158996	10.94	63864.769874477	9.90997754877059	0.959034992096718	0	9.79670711971388	8.80956347832024	6.11785525710041	23.0673305760942	0.624480775258605	0.35658361204284	0.2	Mangifera indica	NA	1.00001241711534	5	0.00415690841008331	NA	4.40069709090909	NA
Mangifera_indica_Luo2016	16	TRUE	119.437	120.625427860697	120.625427860697	13764370	202	1.69126819997153	1.46755717842517e-05	0.594213930348259	13.69	68410.0298507463	8.76359963156298	0.966038793801022	0.00492610837438424	8.59637391194526	7.18963818588857	7.14742866636214	25.1352574854984	0.831446926294154	0.466565831317126	0.2	Mangifera indica	NA	0.0152937905889084	9	0.00659137841642006	NA	7.71638924242424	NA
Mangifera_indica_Luo2016	17	TRUE	121.399	122.571937198068	122.571937198068	13505664	208	1.7133584296411	1.54009458550131e-05	0.586468599033816	10.311	65082.4589371981	9.07559503909379	0.967506553602309	0	8.96174361183474	9.05907557624715	5.74983104666054	23.1768691014893	0.641597360480989	0.363403316990166	0.2	Mangifera indica	NA	1.05260460442098	7	0.00645672423682048	NA	8.38988218181818	NA
Mangifera_indica_Luo2016	12	TRUE	175.095	176.863636363636	176.863636363636	16002347	199	1.13652588594763	1.24356758418e-05	0.884318181818182	12.075	80592.2929292929	11.0523560302521	0.897002624524266	0	10.9917237803886	12.0770256900206	7.22590387000327	25.4220807510682	0.657394965009554	0.373640118810151	0.2	Mangifera indica	NA	0.393691923657125	5	0.00969497150131623	NA	1.53557875252525	NA
Mangifera_indica_Luo2016	4	TRUE	198.193	199.35542228739	199.35542228739	21495173	342	1.72559071208368	1.59105488474087e-05	0.581211143695015	21.745	62688.0381231672	9.27442743947164	0.968291846537986	0.00581395348837209	9.3828314901086	10.9621608003167	5.34403996996229	19.0946963783678	0.569555147142522	0.321217005180415	0.2	Mangifera indica	NA	1.99686040333258	1	0.00868510342521575	NA	5.75375842929293	NA
Mangifera_indica_Luo2016	18	TRUE	122.326	123.285419607843	123.285419607843	13327572	256	2.09276850383402	1.92082999063896e-05	0.479709803921569	5.16099999999999	52233.1058823529	9.25040356997082	0.984785966304924	0	8.56235949324741	9.22610884422371	6.38442077493241	23.7594163928152	0.745638019516396	0.419317494100127	0.2	Mangifera indica	NA	0.0052511705658619	5	0.0080456279629333	NA	6.12529824242424	NA
Mangifera_indica_Luo2016	8	TRUE	184.041	184.855340707965	184.855340707965	17827393	453	2.46140805581365	2.5410333412182e-05	0.407170353982301	5.38799999999999	39410.5951327434	10.3691740406443	0.992721395404785	0.00220264317180617	10.3560051877183	12.3497019823329	6.71994876100422	22.897003784448	0.648893916060776	0.365479579607957	0.2	Mangifera indica	NA	0.820102899003292	6	0.00179712835034167	NA	15.576459540404	NA
Mangifera_indica_Luo2016	14	TRUE	126.398	127.573795348837	127.573795348837	14547817	216	1.70888779885758	1.48475884732397e-05	0.587897674418605	5.245	66898.6279069767	8.76927413568903	0.967214718455918	0	8.75458334799276	8.52963725432502	6.90437751857881	26.6204720930501	0.788658608197709	0.440599228463029	0.2	Mangifera indica	NA	1.10732729971404	19	0.00552291024195731	NA	10.6537043686869	NA
Mangifera_indica_Luo2016	10	TRUE	150.567	151.577516778524	151.577516778523	17645843	299	1.98582690762252	1.69445007529535e-05	0.505258389261745	8.77499999999999	59205.255033557	8.58998443874421	0.981157754240107	0.00333333333333333	8.57601921251698	6.79545564214899	5.19762309950475	20.8993117117265	0.60606476859551	0.34035608431185	0.2	Mangifera indica	NA	0.381335414511356	10	0.0089708053918943	NA	10.9618115606061	NA
Mangifera_indica_Luo2016	19	TRUE	106.19	107.173240740741	107.173240740741	12968099	217	2.0435069215557	1.67333700953393e-05	0.49162037037037	6.881	59979.4907407407	8.26437558355629	0.983210705756489	0.0646551724137931	8.03079103544043	7.07607385611125	6.2199954961401	27.2115404904958	0.774518409044742	0.426660243488165	0.2	Mangifera indica	NA	0.518578992724268	11	0.00942305093425383	NA	1.24441354040404	NA
